Sample_id;used in wihtin lakes analysis;Library;ng DNA;Lake basin;Site;Transect;Depth;"Length 
(mm)";"Height
 (mm)";"Width 
(mm)";Phenotype; Reads ;"Mapped 
(%)"; Retained reads after mapping 
BO-5072;;15B;200;Obersee;Fischbach;2;30;14.73;7.28;4.87;d; 1’241’606.00 ;96.96; 1’203’861.18 
BO-5085;;16B;200;Obersee;Fischbach;2;30;15.35;7.63;5.03;d; 1’703’643.00 ;96.6; 1’645’719.14 
BO-5082;;14B;200;Obersee;Fischbach;2;30;15.03;7.39;4.36;d; 1’908’835.00 ;96.94; 1’850’424.65 
BO-5081;;13B;200;Obersee;Fischbach;2;30;12.2;6.38;3.56;s; 2’541’300.00 ;96.75; 2’458’707.75 
BO-5077;;10B;200;Obersee;Fischbach;2;30;15.83;7.94;5.18;s; 2’596’848.00 ;96.91; 2’516’605.40 
BO-5075;;17B;200;Obersee;Fischbach;2;30;15.44;7.81;4.34;s; 2’879’972.00 ;96.85; 2’789’252.88 
BO-5083;;15A;200;Obersee;Fischbach;2;30;14.03;6.9;4.43;d; 3’040’462.00 ;96.65; 2’938’606.52 
BO-5080;;13A;200;Obersee;Fischbach;2;30;13.45;6.97;4.39;s; 3’224’614.00 ;96.61; 3’115’299.59 
BO-5086;;17A;200;Obersee;Fischbach;2;30;14.5;7.17;4.61;d; 3’632’752.00 ;96.8; 3’516’503.94 
BO-5078;;11B;200;Obersee;Fischbach;2;30;13.88;7.34;4.42;s; 3’907’351.00 ;96.74; 3’779’971.36 
BO-5076;;10A;200;Obersee;Fischbach;2;30;15.03;8.61;4.77;s; 4’238’424.00 ;96.9; 4’107’032.86 
BO-5073;;16A;200;Obersee;Fischbach;2;30;15.6;8.27;4.93;d; 4’312’392.00 ;96.61; 4’166’201.91 
BO-5079;;12A;200;Obersee;Fischbach;2;30;14.53;7.57;4.58;s; 5’214’876.00 ;96.86; 5’051’128.89 
BO-5059;;16B;200;Obersee;Fischbach;1;60;10.92;5.99;3.43;d; 995’300.00 ;96.68; 962’256.04 
BO-5056;;14B;200;Obersee;Fischbach;1;60;10.39;5.74;3.08;d; 1’089’241.00 ;96.84; 1’054’820.98 
BO-5051;;10B;200;Obersee;Fischbach;1;60;9.26;5.04;2.51;d; 1’110’170.00 ;97.16; 1’078’641.17 
BO-5052;;11B;200;Obersee;Fischbach;1;60;10.51;5.42;2.97;d; 1’255’374.00 ;96.9; 1’216’457.41 
BO-5047;;16A;200;Obersee;Fischbach;1;60;13.99;7.29;4.39;d; 1’331’747.00 ;96.73; 1’288’198.87 
BO-5054;;12B;200;Obersee;Fischbach;1;60;10.01;5.67;3.69;d; 1’555’629.00 ;97.05; 1’509’737.94 
BO-5057;;15A;200;Obersee;Fischbach;1;60;12.67;4.07;7.12;d; 1’899’780.00 ;96.69; 1’836’897.28 
BO-5053;;12A;200;Obersee;Fischbach;1;60;11.14;5.93;2.99;d; 1’970’560.00 ;96.9; 1’909’472.64 
BO-5061;;17B;200;Obersee;Fischbach;1;60;12.1;6.33;3.16;d; 2’170’915.00 ;96.93; 2’104’267.91 
BO-5060;;17A;200;Obersee;Fischbach;1;60;12.14;5.74;3.01;d; 2’191’065.00 ;96.73; 2’119’417.17 
BO-5058;;15B;200;Obersee;Fischbach;1;60;13.61;6.87;3.61;d; 2’212’495.00 ;96.75; 2’140’588.91 
BO-5055;;13B;200;Obersee;Fischbach;1;60;10.43;5.38;2.85;d; 2’276’968.00 ;96.75; 2’202’966.54 
BO-5049;;17B;200;Obersee;Fischbach;1;60;12.49;6.41;3.95;d; 2’998’677.00 ;96.69; 2’899’420.79 
BO-5050;;10A;200;Obersee;Fischbach;1;60;11.86;6.15;3.3;d; 3’264’597.00 ;96.79; 3’159’803.44 
BO-5065;;13B;200;Obersee;Fischbach;2;60;10.81;5.82;2.93;sd; 1’489’198.00 ;96.97; 1’444’075.30 
BO-5070;;11B;200;Obersee;Fischbach;2;60;9.7;5.3;2.78;sd; 1’617’481.00 ;96.58; 1’562’163.15 
BO-5067;;14B;200;Obersee;Fischbach;2;60;14.79;7.82;4;sd; 1’913’996.00 ;96.61; 1’849’111.54 
BO-5069;;11A;200;Obersee;Fischbach;2;60;11.04;5.69;3.14;sd; 1’942’139.00 ;96.94; 1’882’709.55 
BO-5066;;14A;200;Obersee;Fischbach;2;60;11.85;6.89;4.09;sd; 2’447’500.00 ;96.91; 2’371’872.25 
BO-5068;;10B;200;Obersee;Fischbach;2;60;11.89;6.52;3.59;sd; 2’652’316.00 ;96.67; 2’563’993.88 
BO-5071;;12B;200;Obersee;Fischbach;2;60;10.46;5.03;2.84;sd; 2’793’577.00 ;96.8; 2’704’182.54 
UE-4032;;16A;200;Uberlingersee;Konstanz Egg;1;1;NA;NA;NA;NA; 586’605.00 ;96.73; 567’423.02 
UE-4028;;low;65.51;Uberlingersee;Konstanz Egg;1;1;NA;NA;NA;NA; 769’189.00 ;96.66; 743’498.09 
UE-4015;;14B;200;Uberlingersee;Konstanz Egg;1;1;NA;NA;NA;NA; 793’506.00 ;96.6; 766’526.80 
UE-4027;;13A;200.29;Uberlingersee;Konstanz Egg;1;1;NA;NA;NA;NA; 872’300.00 ;96.65; 843’077.95 
UE-4021;;16B;200;Uberlingersee;Konstanz Egg;1;1;NA;NA;NA;NA; 1’082’588.00 ;96.66; 1’046’429.56 
UE-4031;;15B;200;Uberlingersee;Konstanz Egg;1;1;NA;NA;NA;NA; 1’318’303.00 ;96.81; 1’276’249.13 
UE-4030;;15A;200;Uberlingersee;Konstanz Egg;1;1;NA;NA;NA;NA; 1’426’417.00 ;96.84; 1’381’342.22 
UE-4014;;14A;199.55;Uberlingersee;Konstanz Egg;1;1;NA;NA;NA;NA; 1’443’454.00 ;96.86; 1’398’129.54 
UE-4016;;15A;200;Uberlingersee;Konstanz Egg;1;1;NA;NA;NA;NA; 1’733’701.00 ;96.43; 1’671’807.87 
UE-4029;;low;86.3;Uberlingersee;Konstanz Egg;1;1;NA;NA;NA;NA; 1’790’094.00 ;96.62; 1’729’588.82 
UE-4026;;12A;200;Uberlingersee;Konstanz Egg;1;1;NA;NA;NA;NA; 3’532’676.00 ;96.72; 3’416’804.23 
UE-4025;;low;100;Uberlingersee;Konstanz Egg;1;1;NA;NA;NA;NA; 4’284’961.00 ;96.7; 4’143’557.29 
UE-4024;;11A;200;Uberlingersee;Konstanz Egg;1;1;NA;NA;NA;NA; 5’840’613.00 ;96.59; 5’641’448.10 
UE-4126;;low;100;Uberlingersee;Konstanz Egg;2;1;15.91;8.99;5.96;NA; 630’170.00 ;96.74; 609’626.46 
UE-4124;;16A;200;Uberlingersee;Konstanz Egg;2;1;15.67;8.86;6.8;NA; 895’918.00 ;96.81; 867’338.22 
UE-4120;;13A;200;Uberlingersee;Konstanz Egg;2;1;13.14;7.57;5.91;NA; 976’286.00 ;97.04; 947’387.93 
UE-4113;;17A;200;Uberlingersee;Konstanz Egg;2;1;14.97;7.98;6.32;NA; 1’042’183.00 ;97.01; 1’011’021.73 
UE-4127;;low;100;Uberlingersee;Konstanz Egg;2;1;13.26;7.88;5.47;NA; 1’111’297.00 ;96.76; 1’075’290.98 
UE-4116;;11A;200;Uberlingersee;Konstanz Egg;2;1;14.49;8.34;6.2;NA; 1’279’017.00 ;96.78; 1’237’832.65 
UE-4119;;14A;200;Uberlingersee;Konstanz Egg;2;1;13.2;7.57;5.06;NA; 1’529’239.00 ;96.94; 1’482’444.29 
UE-4128;;11A;200;Uberlingersee;Konstanz Egg;2;1;14.31;8.34;6.35;NA; 1’586’666.00 ;96.73; 1’534’782.02 
UE-4114;;10A;200;Uberlingersee;Konstanz Egg;2;1;15.31;8.79;5.22;NA; 1’639’427.00 ;97.1; 1’591’883.62 
UE-4118;;12B;200;Uberlingersee;Konstanz Egg;2;1;14.51;8.21;6.22;NA; 1’774’492.00 ;96.86; 1’718’772.95 
UE-4122;;15A;200;Uberlingersee;Konstanz Egg;2;1;14.87;7.76;6.2;NA; 1’795’398.00 ;96.6; 1’734’354.47 
UE-4115;;10B;200;Uberlingersee;Konstanz Egg;2;1;14.34;7.5;5.91;NA; 1’873’148.00 ;96.93; 1’815’642.36 
UE-4117;;12A;200;Uberlingersee;Konstanz Egg;2;1;15.8;8.57;5.86;NA; 2’602’353.00 ;96.78; 2’518’557.23 
UE-4125;;17A;200;Uberlingersee;Konstanz Egg;2;1;14.96;9.15;6.83;NA; 2’804’720.00 ;96.78; 2’714’408.02 
UE-4066;;12B;200;Uberlingersee;Konstanz Egg;1;30;NA;NA;NA;NA; 549’870.00 ;96.96; 533’153.95 
UE-4063;;10B;200;Uberlingersee;Konstanz Egg;1;30;NA;NA;NA;NA; 639’795.00 ;97.14; 621’496.86 
UE-4074;;11A;200;Uberlingersee;Konstanz Egg;1;30;NA;NA;NA;NA; 675’973.00 ;96.76; 654’071.47 
UE-4067;;13A;200;Uberlingersee;Konstanz Egg;1;30;NA;NA;NA;NA; 708’682.00 ;97.02; 687’563.28 
UE-4072;;17B;200;Uberlingersee;Konstanz Egg;1;30;NA;NA;NA;NA; 1’018’231.00 ;96.93; 986’971.31 
UE-4068;;14A;200;Uberlingersee;Konstanz Egg;1;30;NA;NA;NA;NA; 1’032’030.00 ;96.89; 999’933.87 
UE-4064;;11A;200;Uberlingersee;Konstanz Egg;1;30;NA;NA;NA;NA; 1’332’622.00 ;96.93; 1’291’710.50 
UE-4076;;12A;200;Uberlingersee;Konstanz Egg;1;30;NA;NA;NA;NA; 1’359’609.00 ;96.9; 1’317’461.12 
UE-4069;;14B;200;Uberlingersee;Konstanz Egg;1;30;NA;NA;NA;NA; 2’171’146.00 ;96.74; 2’100’366.64 
UE-4073;;10A;200;Uberlingersee;Konstanz Egg;1;30;NA;NA;NA;NA; 3’164’515.00 ;96.86; 3’065’149.23 
UE-4065;;12A;200;Uberlingersee;Konstanz Egg;1;30;NA;NA;NA;NA; 3’435’026.00 ;97; 3’331’975.22 
UE-4071;;17A;200;Uberlingersee;Konstanz Egg;1;30;NA;NA;NA;NA; 3’964’390.00 ;96.7; 3’833’565.13 
UE-4075;;11B;200;Uberlingersee;Konstanz Egg;1;30;NA;NA;NA;NA; 5’812’875.00 ;96.76; 5’624’537.85 
UE-4077;;13A;200;Uberlingersee;Konstanz Egg;1;30;NA;NA;NA;NA; 6’121’088.00 ;96.69; 5’918’479.99 
UE-4146;;16B;200;Uberlingersee;Konstanz Egg;2;30;16.14;8.67;5.59;NA; 606’317.00 ;96.8; 586’914.86 
UE-4148;;10A;195.08;Uberlingersee;Konstanz Egg;2;30;14.79;7.86;5.1;NA; 649’520.00 ;97.22; 631’463.34 
UE-4155;;15A;200;Uberlingersee;Konstanz Egg;2;30;12.45;6.55;4.09;NA; 823’133.00 ;96.52; 794’487.97 
UE-4145;;16A;200;Uberlingersee;Konstanz Egg;2;30;15.23;8.97;5.15;NA; 1’059’617.00 ;96.91; 1’026’874.83 
UE-4143;;14B;200;Uberlingersee;Konstanz Egg;2;30;17.01;9.51;6.01;NA; 1’142’550.00 ;96.92; 1’107’359.46 
UE-4151;;12A;200;Uberlingersee;Konstanz Egg;2;30;16.61;8.74;4.45;NA; 1’506’411.00 ;96.89; 1’459’561.62 
UE-4153;;13B;200;Uberlingersee;Konstanz Egg;2;30;14.25;7.35;4.49;NA; 1’914’241.00 ;96.88; 1’854’516.68 
UE-4157;;16A;200;Uberlingersee;Konstanz Egg;2;30;13.2;7.14;4.5;NA; 2’012’640.00 ;96.72; 1’946’625.41 
UE-4149;;10B;200;Uberlingersee;Konstanz Egg;2;30;16.91;8.96;5.65;NA; 2’300’381.00 ;96.89; 2’228’839.15 
UE-4152;;13A;200;Uberlingersee;Konstanz Egg;2;30;13.93;7.02;4.07;NA; 2’357’915.00 ;96.77; 2’281’754.35 
UE-4144;;15A;200;Uberlingersee;Konstanz Egg;2;30;14.81;8.05;4.57;NA; 2’869’704.00 ;96.8; 2’777’873.47 
UE-4154;;14A;200;Uberlingersee;Konstanz Egg;2;30;14.01;6.77;4.12;NA; 3’078’292.00 ;96.77; 2’978’863.17 
UE-4109;;16A;200;Uberlingersee;Konstanz Egg;1;60;NA;NA;NA;NA; 1’205’840.00 ;96.71; 1’166’167.86 
UE-4110;;16B;200.16;Uberlingersee;Konstanz Egg;1;60;NA;NA;NA;NA; 1’319’732.00 ;96.83; 1’277’896.50 
UE-4296;;12A;179.74;Uberlingersee;Konstanz Egg;2;60;11.72;5.59;3.03;d; 668’429.00 ;97.04; 648’643.50 
UE-4297;;17A;200;Uberlingersee;Konstanz Egg;2;60;12.57;6.86;3.83;d; 1’107’431.00 ;97; 1’074’208.07 
BO-5119;;17B;200;Obersee;Langenargen;1;1;14.51;8.71;5.82;s; 1’427’255.00 ;96.65; 1’379’441.96 
BO-5123;;12A;200;Obersee;Langenargen;1;1;13.39;7.78;5.25;s; 1’588’427.00 ;96.93; 1’539’662.29 
BO-5125;;13B;200;Obersee;Langenargen;1;1;14.13;8.71;5.83;s; 1’619’788.00 ;96.74; 1’566’982.91 
BO-5117;;16A;200;Obersee;Langenargen;1;1;15.7;9.37;5.81;s; 1’675’937.00 ;96.48; 1’616’944.02 
BO-5118;;16B;200;Obersee;Langenargen;1;1;13.78;8.95;6.07;s; 1’958’978.00 ;96.65; 1’893’352.24 
BO-5131;;17B;200;Obersee;Langenargen;1;1;12.53;7.46;5.42;s; 2’066’589.00 ;96.79; 2’000’251.49 
BO-5124;;12B;200;Obersee;Langenargen;1;1;13.97;7.87;6.5;s; 2’128’238.00 ;96.82; 2’060’560.03 
BO-5130;;17A;200;Obersee;Langenargen;1;1;13.13;7.63;6.18;s; 2’189’483.00 ;96.65; 2’116’135.32 
BO-5121;;10B;200;Obersee;Langenargen;1;1;14.61;8.11;6.33;s; 2’548’364.00 ;96.79; 2’466’561.52 
BO-5122;;11B;200;Obersee;Langenargen;1;1;13.11;7.88;5.75;s; 2’608’396.00 ;96.55; 2’518’406.34 
BO-5129;;16B;200;Obersee;Langenargen;1;1;13.35;8;5.29;s; 2’707’420.00 ;96.47; 2’611’848.07 
BO-5127;;15A;200;Obersee;Langenargen;1;1;12.92;7.49;5.71;s; 2’721’740.00 ;96.55; 2’627’839.97 
BO-5128;;15B;200;Obersee;Langenargen;1;1;12.01;7.59;4.44;s; 2’791’348.00 ;96.77; 2’701’187.46 
BO-5120;;10A;200;Obersee;Langenargen;1;1;14.05;8.68;6.06;s; 3’168’414.00 ;96.8; 3’067’024.75 
BO-5143;;12B;200;Obersee;Langenargen;2;1;13.07;6.88;4.57;s; 850’563.00 ;96.74; 822’834.65 
BO-5137;;15B;200;Obersee;Langenargen;2;1;13.4;7.75;5.41;s; 1’155’167.00 ;96.72; 1’117’277.52 
BO-5142;;11B;206.85;Obersee;Langenargen;2;1;12.06;6.83;3.92;s; 1’356’700.00 ;96.79; 1’313’149.93 
BO-5136;;14B;200;Obersee;Langenargen;2;1;14.34;8.28;5.99;s; 2’021’526.00 ;96.77; 1’956’230.71 
BO-5145;;13B;200;Obersee;Langenargen;2;1;11.85;6.35;4.74;s; 2’060’324.00 ;96.85; 1’995’423.79 
BO-5144;;13A;200;Obersee;Langenargen;2;1;11.21;6.61;4.65;s; 2’179’693.00 ;96.7; 2’107’763.13 
BO-5139;;16B;200;Obersee;Langenargen;2;1;14.25;7;6.71;s; 2’285’027.00 ;96.7; 2’209’621.11 
BO-5141;;11A;200;Obersee;Langenargen;2;1;10.95;6.65;4.79;s; 2’440’635.00 ;96.59; 2’357’409.35 
BO-5151;;14B;200;Obersee;Langenargen;2;1;11.74;6.35;4.93;s; 2’853’551.00 ;96.75; 2’760’810.59 
BO-5138;;16A;200;Obersee;Langenargen;2;1;15.59;9.09;5.91;s; 3’760’936.00 ;96.69; 3’636’449.02 
BO-5135;;14A;200;Obersee;Langenargen;2;1;14.37;7.19;5.53;s; 3’949’908.00 ;96.74; 3’821’141.00 
BO-5140;;17B;200;Obersee;Langenargen;2;1;12.39;6.82;4.6;s; 5’786’607.00 ;96.82; 5’602’592.90 
BO-5133;;13B;200;Obersee;Langenargen;1;60;12.75;6.31;4.06;d; 2’152’562.00 ;96.86; 2’084’971.55 
BO-5134;;10B;200;Obersee;Langenargen;1;60;15.25;7.9;5.37;d; 2’421’270.00 ;96.75; 2’342’578.73 
UN-3120;x;15A;200;Untersee;Radolfszell;1;1;14.09;8.01;5.71;s; 787’473.00 ;96.69; 761’407.64 
UN-3121;x;16A;200;Untersee;Radolfszell;1;1;13.76;7.65;5.73;s; 976’398.00 ;96.9; 946’129.66 
UN-3137;;low;100;Untersee;Radolfszell;1;10;15.55;8.68;5.4;s; 545’186.00 ;96.67; 527’031.31 
UN-3136;;low;88.2;Untersee;Radolfszell;1;10;16.97;9.27;5.79;s; 960’015.00 ;96.74; 928’718.51 
UN-3139;;14A;200;Untersee;Radolfszell;1;10;14.36;7.91;4.6;s; 1’487’482.00 ;96.64; 1’437’502.60 
UN-3147;;11B;200;Untersee;Radolfszell;1;10;15.13;8.17;5.42;s; 1’490’411.00 ;96.5; 1’438’246.62 
UN-3140;;14B;200;Untersee;Radolfszell;1;10;13.96;7.89;5.34;s; 1’556’233.00 ;96.59; 1’503’165.45 
UN-3141;;15B;200;Untersee;Radolfszell;1;10;14.28;7.86;5.06;s; 1’800’668.00 ;96.64; 1’740’165.56 
UN-3143;;17A;200;Untersee;Radolfszell;1;10;15.83;8.39;5.53;s; 2’138’139.00 ;96.75; 2’068’649.48 
UN-3144;;17B;200;Untersee;Radolfszell;1;10;17.02;9.27;6.46;s; 3’024’908.00 ;96.75; 2’926’598.49 
UN-3146;;11A;200;Untersee;Radolfszell;1;10;15.53;4.49;5.28;s; 3’052’168.00 ;96.61; 2’948’699.50 
UN-3138;;13A;200;Untersee;Radolfszell;1;10;15.8;8.41;5.3;s; 4’982’058.00 ;96.74; 4’819’642.91 
UN-3142;;16A;200;Untersee;Radolfszell;1;10;15.23;8.39;5.26;s; 5’281’282.00 ;96.67; 5’105’415.31 
UN-3135;;low;100;Untersee;Radolfszell;1;10;15.44;8.78;5.4;s; 5’972’013.00 ;96.71; 5’775’533.77 
UN-3148;;12A;200;Untersee;Radolfszell;1;10;14.74;5.5;5.78;s; 5’994’826.00 ;96.65; 5’793’999.33 
UN-3145;;10A;182.88;Untersee;Radolfszell;1;10;16.3;9.47;5.62;s; 6’501’244.00 ;96.63; 6’282’152.08 
UN-3162;x;14A;200;Untersee;Reichenau;1;1;14.47;9.5;5.82;s; 816’672.00 ;96.97; 791’926.84 
UN-3191;;11A;200;Untersee;Reichenau;2;1;13.09;7.99;5.71;s; 1’032’269.00 ;96.9; 1’000’268.66 
UN-3182;;14A;200;Untersee;Reichenau;2;1;15.87;9.11;6.68;s; 1’091’471.00 ;96.79; 1’056’434.78 
UN-3181;;11A;200;Untersee;Reichenau;2;1;15.87;9.24;5.98;s; 1’096’881.00 ;96.77; 1’061’451.74 
UN-3189;;17B;200;Untersee;Reichenau;2;1;13.49;8.2;5.35;s; 2’934’214.00 ;96.78; 2’839’732.31 
UN-3117;x;13A;200;Untersee;Radolfszell;1;1;14.58;9.2;5.83;s; 2’241’866.00 ;96.82; 2’170’574.66 
UN-3118;x;14A;200;Untersee;Radolfszell;1;1;13.65;9.39;6.17;s; 2’399’295.00 ;96.76; 2’321’557.84 
UN-3221;;15B;200;Untersee;Reichenau;1;10;10.96;5.73;3.09;sd; 1’003’211.00 ;96.97; 972’813.71 
UN-3217;;17A;200;Untersee;Reichenau;1;10;16.19;8.11;5.61;s; 1’049’013.00 ;96.73; 1’014’710.27 
UN-3219;;10B;200;Untersee;Reichenau;1;10;17.86;9.62;6.59;s; 1’154’771.00 ;97.02; 1’120’358.82 
UN-3218;;10A;200;Untersee;Reichenau;1;10;15.92;9.45;5.68;s; 2’983’037.00 ;96.87; 2’889’667.94 
UN-3208;;16A;200;Untersee;Reichenau;2;10;13.03;7.98;4.93;sd; 574’178.00 ;96.97; 556’780.41 
UN-3198;;17A;200;Untersee;Reichenau;2;10;16.1;9.08;5.71;s; 706’633.00 ;97.04; 685’716.66 
UN-3201;;11A;200;Untersee;Reichenau;2;10;15.64;9.13;6.16;sd; 1’164’292.00 ;96.94; 1’128’664.66 
UN-3203;;12B;200;Untersee;Reichenau;2;10;16.77;9.11;4.94;sd; 1’244’259.00 ;96.39; 1’199’341.25 
UN-3199;;10A;200;Untersee;Reichenau;2;10;17.2;9.05;5.94;sd; 1’242’541.00 ;97.07; 1’206’134.55 
UN-3206;;15A;211.11;Untersee;Reichenau;2;10;17.18;9.48;6.08;sd; 1’571’525.00 ;96.82; 1’521’550.51 
UN-3200;;10B;205.59;Untersee;Reichenau;2;10;17.08;9.35;6.01;sd; 1’776’929.00 ;96.79; 1’719’889.58 
UN-3204;;13A;200;Untersee;Reichenau;2;10;15.06;8.03;5.12;sd; 1’860’923.00 ;96.82; 1’801’745.65 
UN-3210;;17B;200;Untersee;Reichenau;2;10;14.32;8.03;5.3;s; 2’042’820.00 ;96.72; 1’975’815.50 
UN-3211;;10A;200;Untersee;Reichenau;2;10;14.01;7.66;4.95;s; 2’406’699.00 ;96.78; 2’329’203.29 
UN-3207;;15B;200;Untersee;Reichenau;2;10;14.76;7.35;4.52;sd; 3’105’419.00 ;96.82; 3’006’666.68 
UE-4300;;13A;200;Uberlingersee;Sipplingen;1;1;12.59;7.34;4.69;d; 558’314.00 ;97.11; 542’178.73 
UE-4313;;low;100;Uberlingersee;Sipplingen;1;1;11.83;6.65;4.62;d; 628’780.00 ;96.98; 609’790.84 
UE-4311;;16A;200;Uberlingersee;Sipplingen;1;1;15.58;8.1;5.9;d; 684’873.00 ;96.9; 663’641.94 
UE-4305;;16B;200;Uberlingersee;Sipplingen;1;1;11.94;6.86;4.72;d; 703’917.00 ;96.85; 681’743.61 
UE-4302;;14B;200;Uberlingersee;Sipplingen;1;1;15.06;8.75;6;d; 787’012.00 ;96.83; 762’063.72 
UE-4307;;11B;200;Uberlingersee;Sipplingen;1;1;12.46;7.05;4.33;d; 985’229.00 ;96.82; 953’898.72 
UE-4310;;15B;200;Uberlingersee;Sipplingen;1;1;14.65;7.81;5.31;d; 1’172’078.00 ;96.76; 1’134’102.67 
UE-4303;;15A;200;Uberlingersee;Sipplingen;1;1;12.24;7.84;4.97;d; 1’224’165.00 ;96.93; 1’186’583.13 
UE-4299;;12B;200;Uberlingersee;Sipplingen;1;1;12.02;6.89;4.37;d; 1’232’901.00 ;97.2; 1’198’379.77 
UE-4301;;14A;200;Uberlingersee;Sipplingen;1;1;12.55;7.29;4.99;d; 1’643’003.00 ;96.77; 1’589’934.00 
UE-4312;;17A;200.74;Uberlingersee;Sipplingen;1;1;13.49;7.43;4.89;d; 1’871’642.00 ;96.84; 1’812’498.11 
UE-4304;;16A;200;Uberlingersee;Sipplingen;1;1;13.4;7.22;5.71;d; 3’949’848.00 ;96.75; 3’821’477.94 
UE-4309;;15A;200;Uberlingersee;Sipplingen;1;1;12.17;6.45;4.69;d; 4’527’732.00 ;96.61; 4’374’241.89 
UE-4306;;11A;200;Uberlingersee;Sipplingen;1;1;12.57;6.87;4.44;d; 8’267’534.00 ;96.63; 7’988’918.10 
UE-4331;;low;100;Uberlingersee;Sipplingen;2;1;15.85;9.04;6.05;s; 509’186.00 ;96.67; 492’230.11 
UE-4327;;15A;200;Uberlingersee;Sipplingen;2;1;14.37;8.68;6.3;s; 814’432.00 ;95.2; 775’339.26 
UE-4332;;10A;200;Uberlingersee;Sipplingen;2;1;13.04;7.7;5.14;s; 980’123.00 ;96.74; 948’170.99 
UE-4329;;16A;200;Uberlingersee;Sipplingen;2;1;13.69;8.44;5.63;s; 1’011’495.00 ;97.05; 981’655.90 
UE-4330;;low;100;Uberlingersee;Sipplingen;2;1;12.91;7.7;5.06;s; 1’095’661.00 ;96.72; 1’059’723.32 
UE-4322;;16B;200;Uberlingersee;Sipplingen;2;1;13.43;8.83;5.89;s; 1’147’748.00 ;96.75; 1’110’446.19 
UE-4320;;15A;200;Uberlingersee;Sipplingen;2;1;13.55;9.31;4.7;s; 1’183’669.00 ;96.77; 1’145’436.49 
UE-4319;;14B;200;Uberlingersee;Sipplingen;2;1;14.74;8.77;6.01;s; 1’320’968.00 ;96.87; 1’279’621.70 
UE-4321;;16A;200;Uberlingersee;Sipplingen;2;1;14.4;8.32;0.16;s; 1’498’123.00 ;97.02; 1’453’478.93 
UE-4333;;11A;200;Uberlingersee;Sipplingen;2;1;13.3;8.17;5.17;s; 1’584’703.00 ;95.72; 1’516’877.71 
UE-4324;;10A;200;Uberlingersee;Sipplingen;2;1;13.59;8.07;4.98;s; 1’914’946.00 ;97; 1’857’497.62 
UE-4326;;11A;200;Uberlingersee;Sipplingen;2;1;13.04;7.75;5.66;s; 2’306’371.00 ;96.69; 2’230’030.12 
UE-4328;;15B;200;Uberlingersee;Sipplingen;2;1;11.97;7.83;5.2;s; 3’550’968.00 ;96.8; 3’437’337.02 
UE-4323;;17A;200;Uberlingersee;Sipplingen;2;1;13.3;7.71;5.17;s; 3’589’936.00 ;96.79; 3’474’699.05 
UE-4325;;low;100;Uberlingersee;Sipplingen;2;1;14.19;7.86;5.4;s; 3’834’377.00 ;96.72; 3’708’609.43 
UE-4351;;13A;200;Uberlingersee;Sipplingen;1;30;14.13;7.78;4.6;d; 615’218.00 ;96.74; 595’161.89 
UE-4345;;13A;200;Uberlingersee;Sipplingen;1;30;14.4;7.26;4.46;d; 678’426.00 ;97.09; 658’683.80 
UE-4344;;12B;200;Uberlingersee;Sipplingen;1;30;15.15;8.14;4.38;d; 794’254.00 ;97.04; 770’744.08 
UE-4346;;14A;200;Uberlingersee;Sipplingen;1;30;16.3;8.12;4.85;d; 1’168’725.00 ;96.91; 1’132’611.40 
UE-4342;;11A;200;Uberlingersee;Sipplingen;1;30;14.97;8.45;4.9;d; 1’265’147.00 ;96.79; 1’224’535.78 
UE-4350;;12A;200;Uberlingersee;Sipplingen;1;30;12.2;6.5;3.77;d; 1’446’113.00 ;96.75; 1’399’114.33 
UE-4353;;14A;200;Uberlingersee;Sipplingen;1;30;12.63;6.34;3.71;d; 1’593’064.00 ;96.8; 1’542’085.95 
UE-4339;;17A;200;Uberlingersee;Sipplingen;1;30;15.15;7.4;4.72;d; 1’630’099.00 ;96.85; 1’578’750.88 
UE-4341;;10B;200;Uberlingersee;Sipplingen;1;30;16.53;7.15;4.82;d; 3’002’335.00 ;96.94; 2’910’463.55 
UE-4352;;13B;200;Uberlingersee;Sipplingen;1;30;12.59;6.21;3.97;d; 3’312’750.00 ;96.75; 3’205’085.63 
UE-4343;;12A;200;Uberlingersee;Sipplingen;1;30;15.36;8.35;5.42;d; 4’017’858.00 ;96.88; 3’892’500.83 
UE-4376;;low;100;Uberlingersee;Sipplingen;2;30;13.99;8.16;4.53;d; 574’960.00 ;96.79; 556’503.78 
UE-4375;;13A;200;Uberlingersee;Sipplingen;2;30;16.07;8.52;5.3;d; 669’835.00 ;96.81; 648’467.26 
UE-4370;;14B;200;Uberlingersee;Sipplingen;2;30;16.5;8.16;5.29;d; 838’073.00 ;96.78; 811’087.05 
UE-4374;;12A;200;Uberlingersee;Sipplingen;2;30;16.35;7.81;5.29;d; 1’169’129.00 ;96.98; 1’133’821.30 
UE-4369;;14A;200;Uberlingersee;Sipplingen;2;30;15.81;8.32;5.08;d; 1’235’359.00 ;96.92; 1’197’309.94 
UE-4367;;12B;200;Uberlingersee;Sipplingen;2;30;16.01;8.51;5.34;d; 1’755’256.00 ;97.03; 1’703’124.90 
UE-4380;;16A;200;Uberlingersee;Sipplingen;2;30;11.4;6.37;3.75;d; 1’998’516.00 ;96.77; 1’933’963.93 
